year,inflation_rate,gdp_growth,school_enrollment,SE.PRM.NENR.FE,SE.PRM.NENR.MA,child_mortality_u5,SH.DYN.MORT.FE,SH.DYN.MORT.MA,poverty_rate,gini_index,unemployment_rate,sanction_active,sanction_duration,sanction_intensity_index,regime_score,conflict_incidence,conflict_intensity,oil_exports,pharma_imports,fuel_imports,school_enrollment_gap,child_mortality_gap,total_trade_exposure,sanction_x_regime,sanction_x_conflict,inflation_rate_lag1,gdp_growth_lag1,poverty_rate_lag1,unemployment_rate_lag1,child_mortality_u5_lag1,sanction_intensity_index_lag1,gdp_growth_change,inflation_rate_change,poverty_rate_change,unemployment_rate_change,log_oil_exports,log_pharma_imports,log_fuel_imports,log_total_trade_exposure,sanction_type_none,sanction_type_targeted,sanction_type_trade,sanction_status_sanctioned
2012,6.21750422069284,6.52145877906443,90.53203,93.66587,91.5114,44.7,41.8,47.4,23.233333333333334,32.2,4.07,0.0,0.0,0.0,0.411,0.0,0.0,447060951.0,198213693.0,3215643622.0,2.1544700000000034,5.600000000000001,3860918266.0,0.0,0.0,11.3951651552399,6.46437912497728,24.166666666666668,3.737,46.7,0.0,0.057079654087149656,-5.17766093454706,-0.9333333333333336,0.3330000000000002,19.918205501223778,19.10485626929987,21.891293368379053,22.07417088513628,True,False,False,False
2013,7.53040640913172,6.01360565834344,90.53203,93.66587,91.5114,42.7,39.9,45.3,22.3,32.25,4.426,0.0,0.0,0.0,0.377,0.0,0.0,278620262.0,169124893.0,2858266511.0,2.1544700000000034,5.399999999999999,3306011666.0,0.0,0.0,6.21750422069284,6.52145877906443,23.233333333333334,4.07,44.7,0.0,-0.5078531207209895,1.3129021884388798,-0.9333333333333336,0.35599999999999987,19.445360348179886,18.94614801769967,21.773481163331095,21.919008365377127,True,False,False,False
2014,6.99163889220849,6.0610593588495,90.53203,93.66587,91.5114,40.7,38.1,43.2,21.366666666666667,32.3,4.417,0.0,0.0,0.0,0.281,0.0,0.0,228370585.5,177950785.5,4039109666.5,2.1544700000000034,5.100000000000001,4445431037.5,0.0,0.0,7.53040640913172,6.01360565834344,22.3,4.426,42.7,0.0,0.04745370050605935,-0.5387675169232296,-0.9333333333333336,-0.009000000000000341,19.246480246805202,18.997017589691545,22.119290125300694,22.2151426727519,True,False,False,False
2015,6.19428022984984,6.55263987816197,90.53203,93.66587,91.5114,38.8,36.2,41.2,20.433333333333334,32.35,4.397,0.0,0.0,0.0,0.271,0.0,0.0,178120909.0,186776678.0,5219952822.0,2.1544700000000034,5.0,5584850409.0,0.0,0.0,6.99163889220849,6.0610593588495,21.366666666666667,4.417,40.7,0.0,0.49158051931247027,-0.7973586623586506,-0.9333333333333336,-0.019999999999999574,18.997973147320064,19.045424231211513,22.375754201060655,22.44332348486536,True,False,False,False
2016,5.51352572692995,7.11347821270093,90.53203,93.66587,91.5114,36.9,34.5,39.2,19.5,32.4,4.35,0.0,0.0,0.0,0.269,1.0,1.0,278015766.38,252337942.612,5546289714.63,2.1544700000000034,4.700000000000003,6076643423.622,0.0,0.0,6.19428022984984,6.55263987816197,20.433333333333334,4.397,38.8,0.0,0.5608383345389605,-0.68075450291989,-0.9333333333333336,-0.0470000000000006,19.443188387240795,19.346279793155876,22.43639502143951,22.527718312159912,True,False,False,False
2017,5.70207015717239,6.59024999794057,90.53203,93.66587,91.5114,35.2,32.8,37.4,17.233333333333334,32.15,4.372,0.0,0.0,0.0,0.264,1.0,1.0,270871820.69,296588085.894,6764812734.754,2.1544700000000034,4.600000000000001,7332272641.337999,0.0,0.0,5.51352572692995,7.11347821270093,19.5,4.35,36.9,0.0,-0.5232282147603602,0.18854443024244016,-2.2666666666666657,0.02200000000000024,19.41715628425865,19.5078548212984,22.63500041684885,22.715551351494106,True,False,False,False
2018,5.54362139486476,7.31941263014136,90.53203,93.66587,91.5114,33.7,31.4,35.8,14.966666666666667,31.9,4.439,0.0,0.0,0.0,0.254,0.0,0.0,439472188.156,260976869.658,8148804687.798,2.1544700000000034,4.399999999999999,8849253745.612,0.0,0.0,5.70207015717239,6.59024999794057,17.233333333333334,4.372,35.2,0.0,0.72916263220079,-0.1584487623076294,-2.2666666666666675,0.06700000000000017,19.90108499471647,19.379942343191562,22.821137089491806,22.903598969994192,True,False,False,False
2019,5.59199639930629,7.88191515117722,90.53203,93.66587,91.5114,32.4,30.2,34.5,12.7,31.65,4.504,0.0,0.0,0.0,0.251,0.0,0.0,439472188.156,260976869.658,8148804687.798,2.1544700000000034,4.300000000000001,8849253745.612,0.0,0.0,5.54362139486476,7.31941263014136,14.966666666666667,4.439,33.7,0.0,0.5625025210358601,0.04837500444152987,-2.2666666666666675,0.0649999999999995,19.90108499471647,19.379942343191562,22.821137089491806,22.903598969994192,True,False,False,False
2020,5.69107474746211,3.44801755122445,90.53203,93.66587,91.5114,31.5,29.4,33.6,10.433333333333334,31.4,5.539,0.0,0.0,0.0,0.258,0.0,0.0,439472188.156,260976869.658,8148804687.798,2.1544700000000034,4.200000000000003,8849253745.612,0.0,0.0,5.59199639930629,7.88191515117722,12.7,4.504,32.4,0.0,-4.43389759995277,0.09907834815582017,-2.2666666666666657,1.0350000000000001,19.90108499471647,19.379942343191562,22.821137089491806,22.903598969994192,True,False,False,False
2021,5.54565430773473,6.93867912442445,90.53203,93.66587,91.5114,31.0,28.8,33.0,8.166666666666668,31.15,5.457,0.0,0.0,0.0,0.254,0.0,0.0,439472188.156,260976869.658,8148804687.798,2.1544700000000034,4.199999999999999,8849253745.612,0.0,0.0,5.69107474746211,3.44801755122445,10.433333333333334,5.539,31.5,0.0,3.4906615731999997,-0.1454204397273804,-2.2666666666666657,-0.08199999999999985,19.90108499471647,19.379942343191562,22.821137089491806,22.903598969994192,True,False,False,False
2022,7.69695437176898,7.09982877575158,90.53203,93.66587,91.5114,30.7,28.5,32.7,5.9,30.9,4.593,0.0,0.0,0.0,0.263,0.0,0.0,439472188.156,260976869.658,8148804687.798,2.1544700000000034,4.200000000000003,8849253745.612,0.0,0.0,5.54565430773473,6.93867912442445,8.166666666666668,5.457,31.0,0.0,0.16114965132713,2.15130006403425,-2.2666666666666675,-0.8639999999999999,19.90108499471647,19.379942343191562,22.821137089491806,22.903598969994192,True,False,False,False
2023,9.8835030377921,5.77511237007889,90.53203,93.66587,91.5114,30.6,28.4,32.6,5.9,30.9,3.352,0.0,0.0,0.0,0.253,0.0,0.0,439472188.156,260976869.658,8148804687.798,2.1544700000000034,4.200000000000003,8849253745.612,0.0,0.0,7.69695437176898,7.09982877575158,5.9,4.593,30.7,0.0,-1.3247164056726897,2.1865486660231195,0.0,-1.241,19.90108499471647,19.379942343191562,22.821137089491806,22.903598969994192,True,False,False,False
2024,10.4657482763412,4.22325911250161,90.53203,93.66587,91.5114,30.6,28.4,32.6,5.9,30.9,3.635,0.0,0.0,0.0,0.201,0.0,0.0,439472188.156,260976869.658,8148804687.798,2.1544700000000034,4.200000000000003,8849253745.612,0.0,0.0,9.8835030377921,5.77511237007889,5.9,3.352,30.6,0.0,-1.5518532575772799,0.5822452385491008,0.0,0.2829999999999999,19.90108499471647,19.379942343191562,22.821137089491806,22.903598969994192,True,False,False,False
1995,62.0548336837992,2.89713914920901,93.93516,92.71352,95.09658,19.2,17.0,21.4,1.9,32.8,11.1,0.0,0.0,0.0,0.695,0.0,0.0,318118560.0,73225792.0,1711320960.0,-2.3830600000000004,4.399999999999999,2102665312.0,0.0,0.0,,,,,,,,,,,19.577934704592707,18.109058280254118,21.260531401055616,21.466471573593218,True,False,False,False
1996,121.60754244925,5.20539313761572,93.93516,92.71352,95.09658,19.4,17.1,21.5,0.95,29.599999999999998,12.5,0.0,0.0,0.0,0.703,0.0,0.0,318118560.0,73225792.0,1711320960.0,-2.3830600000000004,4.399999999999999,2102665312.0,0.0,0.0,62.0548336837992,2.89713914920901,1.9,11.1,19.2,0.0,2.3082539884067095,59.5527087654508,-0.95,1.4000000000000004,19.577934704592707,18.109058280254118,21.260531401055616,21.466471573593218,True,False,False,False
1997,1058.37355921973,-14.1153808127271,95.0039,94.18397,95.78587,19.3,17.1,21.4,0.0,26.4,13.7,0.0,0.0,0.0,0.715,0.0,0.0,375070432.0,82343736.0,1499662848.0,-1.6019000000000005,4.299999999999997,1957077016.0,0.0,0.0,121.60754244925,5.20539313761572,0.95,12.5,19.4,0.0,-19.32077395034282,936.76601677048,-0.95,1.1999999999999993,19.7426243876318,18.226412958265236,21.12850615245728,21.394717879210404,True,False,False,False
1998,18.672204442064,3.78912095803497,95.1383,93.66937,96.54196,18.9,16.7,20.9,1.175,27.975,12.2,0.0,0.0,0.0,0.71,0.0,0.0,267811568.0,100069736.0,1088579456.0,-2.8725900000000024,4.199999999999999,1456460760.0,0.0,0.0,1058.37355921973,-14.1153808127271,0.0,13.7,19.3,0.0,17.90450177076207,-1039.701354777666,1.175,-1.5,19.40579419043761,18.421377870902898,20.808139432759308,21.099275193389804,True,False,False,False
1999,2.57304281890206,-8.3960909560701,95.59626,94.57701,96.57029,18.2,16.1,20.2,2.35,29.55,14.1,0.0,0.0,0.0,0.719,0.0,0.0,274748228.0,109824582.0,1079102341.0,-1.9932799999999986,4.099999999999998,1463675151.0,0.0,0.0,18.672204442064,3.78912095803497,1.175,12.2,18.9,0.0,-12.185211914105071,-16.09916162316194,1.175,1.9000000000000004,19.43136570536736,18.514394950869217,20.799395367658732,21.104216337153762,True,False,False,False
2000,10.316262128999,4.58722541447194,95.27463,94.33859,96.16732,17.5,15.5,19.4,3.5250000000000004,31.125,16.218,0.0,0.0,0.0,0.72,0.0,0.0,563469925.0,116810421.0,299417829.0,-1.8287300000000073,3.8999999999999986,979698175.0,0.0,0.0,2.57304281890206,-8.3960909560701,2.35,14.1,18.2,0.0,12.983316370542042,7.74321931009694,1.1750000000000003,2.1180000000000003,20.149624520011002,18.576062853829743,19.517350580614835,20.70275509851871,True,False,False,False
2001,7.36093927231844,3.82370364608695,95.54443,94.62258,96.42046,16.8,14.9,18.5,4.7,32.7,19.921,0.0,0.0,0.0,0.692,0.0,0.0,458679220.0,177898834.0,365042781.0,-1.7978800000000064,3.5999999999999996,1001620835.0,0.0,0.0,10.316262128999,4.58722541447194,3.5250000000000004,16.218,17.5,0.0,-0.7635217683849906,-2.95532285668056,1.1749999999999998,3.7029999999999994,19.94386165878114,18.9967256039918,19.715525115637003,20.724885360809388,True,False,False,False
2002,5.81014365721825,5.87193108148227,93.96941,93.50685,94.40796,16.0,14.2,17.6,3.45,30.8,18.11,0.0,0.0,0.0,0.718,0.0,0.0,345299178.0,191879064.0,269695563.0,-0.9011100000000027,3.400000000000002,806873805.0,0.0,0.0,7.36093927231844,3.82370364608695,4.7,19.921,16.8,0.0,2.04822743539532,-1.5507956151001903,-1.25,-1.811,19.659921784714765,19.072375861749077,19.41280434006961,20.508677839780972,True,False,False,False
2003,2.34864169582755,5.23715364977618,94.307,94.06808,94.53312,15.1,13.5,16.7,2.2,28.9,13.733,0.0,0.0,0.0,0.718,0.0,0.0,438131452.0,247643214.0,427641166.0,-0.4650400000000019,3.1999999999999993,1113415832.0,0.0,0.0,5.81014365721825,5.87193108148227,3.45,18.11,16.0,0.0,-0.6347774317060901,-3.4615019613906997,-1.25,-4.376999999999999,19.898029544317986,19.327499619086357,19.873795007036726,20.830698454018535,True,False,False,False
2004,6.14713074246273,6.51042578445376,95.46767,95.32423,95.60332,14.2,12.7,15.7,4.133333333333334,31.166666666666668,12.037,0.0,0.0,0.0,0.714,0.0,0.0,793880846.0,419973429.0,570254599.0,-0.2790899999999965,3.0,1784108874.0,0.0,0.0,2.34864169582755,5.23715364977618,2.2,13.733,15.1,0.0,1.2732721346775806,3.79848904663518,1.9333333333333336,-1.6959999999999997,20.49244394119964,19.855702005335807,20.161593485733675,21.302184897829505,True,False,False,False
2005,5.03883807111902,7.05634873469204,94.18482,94.00328,94.35656,13.3,11.9,14.6,6.066666666666666,33.43333333333334,10.083,0.0,0.0,0.0,0.705,0.0,0.0,1218232952.0,438215736.0,972688748.0,-0.35327999999999804,2.6999999999999993,2629137436.0,0.0,0.0,6.14713074246273,6.51042578445376,4.133333333333334,12.037,14.2,0.0,0.5459229502382801,-1.10829267134371,1.9333333333333327,-1.9540000000000006,20.92066724656721,19.898221897305984,20.695574700999874,21.68992165861949,True,False,False,False
2006,7.26159462769944,6.80258943603174,95.18675,94.80095,95.55205,12.4,11.2,13.7,8.0,35.7,8.951,0.0,0.0,0.0,0.706,0.0,0.0,2005930928.0,497738896.0,1229333857.0,-0.7510999999999939,2.5,3733003681.0,0.0,0.0,5.03883807111902,7.05634873469204,6.066666666666666,10.083,13.3,0.0,-0.25375929866030056,2.2227565565804195,1.9333333333333336,-1.1319999999999997,21.419374093689964,20.025586194281086,20.929738280762145,22.040479023216438,True,False,False,False
2007,8.40253419005901,6.65438792422609,97.78147,94.93657999999999,95.59851166666667,11.8,10.6,13.0,2.5,36.1,6.878,0.0,0.0,0.0,0.708,0.0,0.0,2732864290.0,635106281.0,5983984071.0,-0.6619316666666748,2.4000000000000004,9351954642.0,0.0,0.0,7.26159462769944,6.80258943603174,8.0,8.951,12.4,0.0,-0.14820151180564967,1.14093956235957,-5.5,-2.0730000000000004,21.72861608696974,20.269302916079976,22.512352415850337,22.958851211125804,True,False,False,False
2008,12.3487195994021,6.12955841579208,98.04598,95.07221,95.64497333333333,11.4,10.2,12.6,1.9,33.6,5.609,0.0,0.0,0.0,0.709,0.0,0.0,3612154316.0,806860264.0,8086318927.0,-0.5727633333333273,2.4000000000000004,12505333507.0,0.0,0.0,8.40253419005901,6.65438792422609,2.5,6.878,11.8,0.0,-0.52482950843401,3.946185409343091,-0.6000000000000001,-1.2690000000000001,22.00757019501046,20.508661057585883,22.81343944938569,23.249421070892367,True,False,False,False
2009,2.75320223914816,-3.34714149737695,97.74258,95.20784,95.691435,11.2,10.0,12.3,1.8,33.8,6.817,0.0,0.0,0.0,0.696,0.0,0.0,2077294505.0,837674746.0,4703069346.0,-0.483594999999994,2.3000000000000007,7618038597.0,0.0,0.0,12.3487195994021,6.12955841579208,1.9,5.609,11.4,0.0,-9.47669991316903,-9.59551736025394,-0.09999999999999987,1.2080000000000002,21.454332165722136,20.546140453032788,22.27148118506959,22.753784771674155,True,False,False,False
2010,2.43899060504113,1.55535979911015,97.95684,95.34347,95.73789666666667,10.8,9.7,12.0,2.7,35.7,10.279,0.0,0.0,0.0,0.678,0.0,0.0,2739758562.0,903686307.0,5620921476.0,-0.3944266666666749,2.3000000000000007,9264366345.0,0.0,0.0,2.75320223914816,-3.34714149737695,1.8,6.817,11.2,0.0,4.9025012964871,-0.3142116341070298,0.9000000000000001,3.4619999999999997,21.731135637770542,20.621992853711706,22.449761451290406,22.94944130211606,True,False,False,False
2011,4.21990346601873,2.09017507758604,97.97584,95.47909999999999,95.78435833333333,10.4,9.3,11.5,3.4,34.3,11.26,0.0,0.0,0.0,0.672,0.0,0.0,3701964471.0,1114337139.0,7486996748.0,-0.3052583333333416,2.1999999999999993,12303298358.0,0.0,0.0,2.43899060504113,1.55535979911015,2.7,10.279,10.8,0.0,0.5348152784758902,1.7809128609775997,0.6999999999999997,0.9809999999999999,22.032129454077058,20.83152557180376,22.73643358597555,23.233133222644806,True,False,False,False
2012,2.95456829831022,0.748815411928831,95.726,95.61473,95.83082,9.9,8.8,10.9,3.0,36.0,12.27,0.0,0.0,0.0,0.663,0.0,0.0,4319616633.0,1058644138.0,8147843662.0,-0.21609000000000833,2.0999999999999996,13526104433.0,0.0,0.0,4.21990346601873,2.09017507758604,3.4,11.26,10.4,0.0,-1.341359665657209,-1.2653351677085096,-0.3999999999999999,1.0099999999999998,22.186432493134983,20.780254812154666,22.8210191479644,23.327887317051164,True,False,False,False
2013,0.890093540913002,-0.542751388861134,93.90701,93.79741,94.01025,9.3,8.3,10.2,3.3,36.6,12.941,0.0,0.0,0.0,0.657,0.0,0.0,4348054495.0,1186294348.0,7914177125.0,-0.21283999999999992,1.8999999999999986,13448525968.0,0.0,0.0,2.95456829831022,0.748815411928831,3.0,12.27,9.9,0.0,-1.291566800789965,-2.0644747573972184,0.2999999999999998,0.6710000000000012,22.192994339705486,20.89410029306945,22.791921561008692,23.322135343605567,True,False,False,False
2014,-1.4181838026484,0.949449090947894,92.61403,92.67867,92.55309,8.7,7.8,9.5,2.7,37.4,11.424,0.0,0.0,0.0,0.677,0.0,0.0,3705473467.0,1361254807.0,6954921475.0,0.12557999999999936,1.7000000000000002,12021649749.0,0.0,0.0,0.890093540913002,-0.542751388861134,3.3,12.941,9.3,0.0,1.492200479809028,-2.308277343561402,-0.5999999999999996,-1.5170000000000012,22.033076879162735,21.031672764252956,22.66271537196333,23.20997500705147,True,False,False,False
2015,-0.104633261008385,3.39755336780412,90.40649,90.18857,90.61223,8.2,7.3,8.9,4.6,38.6,9.143,0.0,0.0,0.0,0.669,0.0,0.0,2737981010.0,1228680731.0,4567163095.0,-0.42365999999999815,1.6000000000000005,8533824836.0,0.0,0.0,-1.4181838026484,0.949449090947894,2.7,11.424,8.7,0.0,2.448104276856226,1.3135505416400148,1.8999999999999995,-2.280999999999999,21.730486628434345,20.929206855100126,22.24215808235747,22.86730349619105,True,False,False,False
2016,-0.79864988645371,3.02662841229517,87.58166,87.26579,87.88033,7.7,7.0,8.4,3.1,40.6,7.575,0.0,0.0,0.0,0.669,0.0,0.0,2407807204.843,1243479990.537,3606796004.569,-0.6145400000000052,1.4000000000000004,7258083199.948999,0.0,0.0,-0.104633261008385,3.39755336780412,4.6,9.143,8.2,0.0,-0.37092495550894977,-0.694016625445325,-1.4999999999999996,-1.5680000000000005,21.601982297169002,20.94117973063759,22.00608568211714,22.705381609015344,True,False,False,False
2017,2.06159619443141,2.74592676054861,86.4454,86.31274,86.57095,7.3,6.6,8.0,2.0,40.4,6.164,0.0,0.0,0.0,0.624,0.0,0.0,3133064452.499,1421003377.385,4855350638.595,-0.25820999999999117,1.4000000000000004,9409418468.479,0.0,0.0,-0.79864988645371,3.02662841229517,3.1,7.575,7.7,0.0,-0.2807016517465599,2.86024608088512,-1.1,-1.4110000000000005,21.865277421159053,21.07462906352864,22.30334715844945,22.96497698942884,True,False,False,False
2018,2.81454473824829,2.33015213407045,86.4454,86.31274,86.57095,7.0,6.3,7.6,1.5,41.3,5.211,0.0,0.0,0.0,0.614,0.0,0.0,3007316084.032,1579468568.817,5145029539.344,-0.25820999999999117,1.2999999999999998,9731814192.193,0.0,0.0,2.06159619443141,2.74592676054861,2.0,6.164,7.3,0.0,-0.4157746264781603,0.7529485438168804,-0.5,-0.9529999999999994,21.82431385183418,21.18035427919045,22.3612969477794,22.99866616932959,True,False,False,False
2019,3.10372944796781,3.79331765354152,86.4454,86.31274,86.57095,6.7,6.1,7.3,1.6,40.3,4.148,0.0,0.0,0.0,0.614,0.0,0.0,3190292308.705,1588148199.984,5230579153.871,-0.25820999999999117,1.2000000000000002,10009019662.560001,0.0,0.0,2.81454473824829,2.33015213407045,1.5,5.211,7.0,0.0,1.4631655194710702,0.2891847097195197,0.10000000000000009,-1.0630000000000006,21.883378382681467,21.185834520973472,22.37778784596137,23.026752489769233,True,False,False,False
2020,1.67244096855756,-3.13323303076419,86.4454,86.31274,86.57095,6.5,5.9,7.0,0.7,40.5,5.037,0.0,0.0,0.0,0.603,0.0,0.0,1482868149.401,1696800321.267,2981129253.215,-0.25820999999999117,1.0999999999999996,6160797723.883,0.0,0.0,3.10372944796781,3.79331765354152,1.6,4.148,6.7,0.0,-6.92655068430571,-1.4312884794102498,-0.9000000000000001,0.8890000000000002,21.11724398880042,21.25201015114106,21.81556801004989,22.54147210690003,True,False,False,False
2021,3.29774435299515,7.82817232822165,86.4454,86.31274,86.57095,6.3,5.8,6.8,1.2,39.0,5.166,0.0,0.0,0.0,0.666,0.0,0.0,2487770491.005,2074228833.897,5317026085.82,-0.25820999999999117,1.0,9879025410.722,0.0,0.0,1.67244096855756,-3.13323303076419,0.7,5.037,6.5,0.0,10.96140535898584,1.6253033844375897,0.5,0.12900000000000045,21.634652761589724,21.452855275718875,22.394179977760885,23.013679701302433,True,False,False,False
2022,15.3252589264366,4.0838640915123,86.4454,86.31274,86.57095,6.2,5.7,6.7,1.1,38.2,4.148,0.0,0.0,0.0,0.694,0.0,0.0,6138405498.782,1922048284.829,9806920627.998,-0.25820999999999117,1.0,17867374411.609,0.0,0.0,3.29774435299515,7.82817232822165,1.2,5.166,6.3,0.0,-3.74430823670935,12.02751457344145,-0.09999999999999987,-1.0180000000000007,22.537830854790773,21.376657269878734,23.006354160022937,23.606242228216523,True,False,False,False
2023,9.44284140088564,1.68151074972904,86.4454,86.31274,86.57095,6.1,5.6,6.6,1.0,39.5,4.319,0.0,0.0,0.0,0.67,0.0,0.0,3786898732.459,2228164548.989,5972265521.32,-0.25820999999999117,1.0,11987328802.768,0.0,0.0,15.3252589264366,4.0838640915123,1.1,4.148,6.2,0.0,-2.40235334178326,-5.882417525550959,-0.10000000000000009,0.17100000000000026,22.054813244937897,21.524444011755094,22.51039217684061,23.207115995825042,True,False,False,False
2024,2.44651943006079,3.38709063847314,86.4454,86.31274,86.57095,6.1,5.6,6.6,1.0,39.5,4.2,0.0,0.0,0.0,0.646,0.0,0.0,3627500387.136,2249793017.575,6610665793.803,-0.25820999999999117,1.0,12487959198.514,0.0,0.0,9.44284140088564,1.68151074972904,1.0,4.319,6.1,0.0,1.7055798887440998,-6.996321970824851,0.0,-0.11899999999999977,22.01180964972082,21.534104057186795,22.611950211123776,23.248030752978835,True,False,False,False
1995,2.70403475064704,3.92999239295094,99.114,99.9328,98.33522,18.2,17.7,18.6,,,1.044,0.0,0.0,0.0,0.049,0.0,0.0,4489340543.0,42094278.0,2107224300.0,1.5975799999999936,0.9000000000000021,6638659121.0,0.0,0.0,,,,,,,,,,,22.224971655753446,17.555422398682285,21.46863742125202,22.616175840584404,True,False,False,False
1996,-0.452227382530348,4.11000631738246,99.858,99.22461666666666,97.03956000000001,16.6,16.2,17.0,,,1.177,0.0,0.0,0.0,0.049,0.0,0.0,4489340543.0,42094278.0,2107224300.0,2.1850566666666538,0.8000000000000007,6638659121.0,0.0,0.0,2.70403475064704,3.92999239295094,,1.044,18.2,0.0,0.18001392443151998,-3.156262133177388,,0.133,22.224971655753446,17.555422398682285,21.46863742125202,22.616175840584404,True,False,False,False
1997,2.43155133955926,3.09299923370425,99.60053,98.51643333333334,95.74390000000001,15.2,14.8,15.6,,,1.125,0.0,0.0,0.0,0.049,0.0,0.0,4489340543.0,42094278.0,2107224300.0,2.772533333333328,0.7999999999999989,6638659121.0,0.0,0.0,-0.452227382530348,4.11000631738246,,1.177,16.6,0.0,-1.0170070836782101,2.883778722089608,,-0.052000000000000046,22.224971655753446,17.555422398682285,21.46863742125202,22.616175840584404,True,False,False,False
1998,-0.366533864541774,4.79000359326143,96.968,97.80825,94.44824,14.1,13.7,14.4,,,1.114,0.0,0.0,0.0,0.049,0.0,0.0,4489340543.0,42094278.0,2107224300.0,3.3600100000000026,0.7000000000000011,6638659121.0,0.0,0.0,2.43155133955926,3.09299923370425,,1.125,15.2,0.0,1.6970043595571798,-2.7980852041010342,,-0.010999999999999899,22.224971655753446,17.555422398682285,21.46863742125202,22.616175840584404,True,False,False,False
1999,-1.2875879718491,4.29999824426375,96.875,97.10006666666666,93.15258,13.2,12.8,13.5,,,1.112,0.0,0.0,0.0,0.049,0.0,0.0,4489340543.0,42094278.0,2107224300.0,3.947486666666663,0.6999999999999993,6638659121.0,0.0,0.0,-0.366533864541774,4.79000359326143,,1.114,14.1,0.0,-0.49000534899767967,-0.921054107307326,,-0.0020000000000000018,22.224971655753446,17.555422398682285,21.46863742125202,22.616175840584404,True,False,False,False
2000,-0.70485295309079,5.30006940305884,95.77521,96.39188333333334,91.85692,12.5,12.2,12.8,,,1.081,0.0,0.0,0.0,0.066,0.0,0.0,4489340543.0,42094278.0,2107224300.0,4.534963333333337,0.6000000000000014,6638659121.0,0.0,0.0,-1.2875879718491,4.29999824426375,,1.112,13.2,0.0,1.0000711587950901,0.5827350187583099,,-0.03100000000000014,22.224971655753446,17.555422398682285,21.46863742125202,22.616175840584404,True,False,False,False
2001,-1.20757180156659,2.49094875338352,93.01535,95.6837,90.56126,12.0,11.7,12.3,,,1.118,0.0,0.0,0.0,0.111,0.0,0.0,3681292874.0,39248102.0,1617712006.0,5.122439999999997,0.6000000000000014,5338252982.0,0.0,0.0,-0.70485295309079,5.30006940305884,,1.081,12.5,0.0,-2.8091206496753203,-0.5027188484758,,0.037000000000000144,22.02652985215543,17.48541366981451,21.204278646538558,22.3981642796495,True,False,False,False
2002,-0.495540138751154,3.34855067103268,93.09968,95.05905,91.28415,11.6,11.3,11.9,,,1.137,0.0,0.0,0.0,0.167,0.0,0.0,3956666488.0,49769236.0,1726067781.0,3.7749000000000024,0.5999999999999996,5732503505.0,0.0,0.0,-1.20757180156659,2.49094875338352,,1.118,12.0,0.0,0.85760191764916,0.712031662815436,,0.018999999999999906,22.09866771199676,17.72290762019683,21.269111699983718,22.46941818429667,True,False,False,False
2003,1.59362549800787,6.29644129075703,92.38448,94.70552,90.23009,11.3,11.0,11.6,,,1.126,0.0,0.0,0.0,0.211,0.0,0.0,4680927676.0,55911496.0,2129591069.0,4.475430000000003,0.5999999999999996,6866430241.0,0.0,0.0,-0.495540138751154,3.34855067103268,,1.137,11.6,0.0,2.9478906197243497,2.0891656367590237,,-0.01100000000000012,22.26676214881386,17.839280587818767,21.479195812320597,22.649910192704386,True,False,False,False
2004,2.35294117647062,6.98096175867695,91.59966,93.73391,89.62588,11.0,10.7,11.2,,,1.064,0.0,0.0,0.0,0.211,0.0,0.0,5552569055.0,55377317.0,2830112783.0,4.108029999999999,0.5,8438059155.0,0.0,0.0,1.59362549800787,6.29644129075703,,1.126,11.3,0.0,0.6845204679199206,0.7593156784627499,,-0.06199999999999983,22.437526550575825,17.829680645498613,21.763582400810982,22.856018161290017,True,False,False,False
2005,2.58620689655173,6.76899737789502,89.10805,91.15046,87.23503,10.6,10.3,10.9,,,1.021,0.0,0.0,0.0,0.219,0.0,0.0,7787244707.0,75545136.0,4363741972.0,3.9154300000000006,0.5999999999999996,12226531815.0,0.0,0.0,2.35294117647062,6.98096175867695,,1.064,11.0,0.0,-0.21196438078193047,0.23326572008111013,,-0.04300000000000015,22.77575293824334,18.140240876643084,22.196595776908897,23.226874166380007,True,False,False,False
2006,2.00746965452849,6.4669995195042,90.50941,93.4615,87.83552,10.3,10.0,10.5,,,1.021,0.0,0.0,0.0,0.221,0.0,0.0,9220535935.0,41450292.0,4980583005.0,5.625979999999998,0.5,14242569232.0,0.0,0.0,2.58620689655173,6.76899737789502,,1.021,10.6,0.0,-0.30199785839081983,-0.57873724202324,,0.0,22.94469900037438,17.540005508278135,22.328812790608787,23.37950115032158,True,False,False,False
2007,3.25666666666703,8.29396129093843,90.452802,93.003148,88.13568000000001,9.8,9.6,10.1,,,1.006,0.0,0.0,0.0,0.222,0.0,0.0,10809652765.0,76282609.0,5985189751.0,4.867467999999988,0.5,16871125125.0,0.0,0.0,2.00746965452849,6.4669995195042,,1.021,10.3,0.0,1.82696177143423,1.24919701213854,,-0.014999999999999902,23.103705346527505,18.149955554157284,22.51255388004859,23.548869425174836,True,False,False,False
2008,3.52600316363721,6.24501094995797,90.39619400000001,92.544796,88.43584,9.4,9.1,9.7,,,1.015,0.0,0.0,0.0,0.222,0.0,0.0,8685830782.0,135599418.0,8166429953.0,4.108956000000006,0.5999999999999996,16987860153.0,0.0,0.0,3.25666666666703,8.29396129093843,,1.006,9.8,0.0,-2.0489503409804604,0.2693364969701797,,0.008999999999999897,22.88495888928972,18.725215648800624,22.823297680184414,23.555764817317403,True,False,False,False
