country_code,country,year,sanction_active,sanction_intensity_index,wellbeing_index,wellbeing_index_100,child_mortality_u5_z,school_enrollment_z,SE.PRM.NENR.FE_z,unemployment_rate_z,inflation_rate_z
PRY,PRY,2007,0.0,0.0,0.30578887874347216,96.07950221094936,0.32842736282845897,0.2558939983003508,0.3684626043363128,0.5619605071964443,0.014199921055793643
PRY,PRY,2008,0.0,0.0,0.2681393418429553,95.84499878886751,0.34597656399405113,0.1414240381812954,0.25457504871513736,0.615928104867569,-0.017207046543276316
PRY,PRY,2009,0.0,0.0,0.22823426182434411,95.59644651988368,0.36352576515964324,0.06381577361071866,0.18702085449103398,0.42667931437654466,0.10012960148377997
PRY,PRY,2010,0.0,0.0,0.25236070832516716,95.74672019475163,0.38107496632523535,0.05917265847175472,0.1653360300502309,0.5880388094267864,0.06818107735182842
PRY,PRY,2011,0.0,0.0,0.23576376750193942,95.64334470226098,0.3986241674908274,0.043732776717627285,0.15443019207560696,0.5697477780013381,0.012283923224297324
PRY,PRY,2012,0.0,0.0,0.25903651715445397,95.78830105190185,0.4139797185107206,0.0056801957300475206,0.11651990650927957,0.6756908808121029,0.08331188421011927
PRY,PRY,2013,0.0,0.0,0.2543200146958832,95.75892390525289,0.42933526953061363,0.0056801957300475206,0.11651990650927957,0.6213610844988903,0.09870361721058532
PRY,PRY,2014,0.0,0.0,0.2266080387342569,95.58631744762705,0.4446908205505067,0.0056801957300475206,0.11651990650927957,0.5038276251413067,0.0623216457401438
PRY,PRY,2015,0.0,0.0,0.25332609151698715,95.75273316810375,0.46224002171609885,0.0056801957300475206,0.11651990650927957,0.590393100600359,0.0917972330291506
PRY,PRY,2016,0.0,0.0,0.22810742080292598,95.59565647952644,0.4775955727359919,0.0056801957300475206,0.11651990650927957,0.4638046751905734,0.07693675384873756
PRY,PRY,2017,0.0,0.0,0.20069930464369418,95.42494263916394,0.49295112375588496,0.0056801957300475206,0.11651990650927957,0.30389397470868396,0.08445132251457492
